OverallQual,GrLivArea,TotalBsmtSF,GarageCars,FullBath,YearBuilt,YearRemodAdd,LotArea,Fireplaces,Neighborhood,BldgType,HouseStyle,CentralAir,SalePrice
7,1329.0,1282.0,2.0,1,1979,1998,6422.0,2,Somerset,1Fam,2Story,Y,484900.0
5,1046.0,664.0,1.0,1,1988,1997,26006.0,1,Sawyer,1Fam,1Story,Y,338700.0
9,1266.0,1032.0,4.0,1,1997,2019,7493.0,1,NorthAmes,1Fam,1Story,Y,554000.0
5,1363.0,981.0,1.0,2,2017,2024,11141.0,0,Sawyer,1Fam,SLvl,Y,372000.0
6,2184.0,1767.0,3.0,2,1959,1987,17686.0,0,CollegeCreek,1Fam,2Story,Y,520000.0
5,1538.0,985.0,2.0,1,1959,1979,8420.0,0,NorthAmes,1Fam,1Story,Y,364600.0
9,2171.0,2024.0,4.0,2,2001,2001,2937.0,1,NorthAmes,1Fam,1Story,Y,667100.0
7,1688.0,1107.0,2.0,2,2003,2019,6876.0,1,OldTown,1Fam,1Story,Y,471500.0
10,2741.0,0.0,3.0,3,1962,1991,11037.0,2,Somerset,1Fam,1Story,Y,719400.0
6,1377.0,931.0,1.0,1,1952,1968,19217.0,0,NorthAmes,1Fam,1Story,Y,330000.0
8,2038.0,1459.0,3.0,2,1924,1950,7304.0,0,NorthAmes,1Fam,1Story,Y,536400.0
7,1596.0,1663.0,2.0,2,1991,2012,13998.0,1,NorthAmes,1Fam,2Story,Y,477800.0
5,2259.0,2050.0,2.0,2,1929,1950,3784.0,1,Somerset,Twnhs,1Story,Y,471300.0
7,1756.0,1593.0,3.0,2,2015,2024,15076.0,0,NorthAmes,1Fam,1Story,Y,540300.0
4,1048.0,961.0,1.0,2,2015,2015,6006.0,1,Gilbert,1Fam,2Story,Y,323100.0
4,1390.0,836.0,2.0,2,1950,1962,7188.0,1,NorthAmes,1Fam,SLvl,Y,323200.0
5,1105.0,1082.0,2.0,2,2016,2024,11156.0,0,Somerset,1Fam,1Story,Y,419400.0
6,2075.0,1400.0,2.0,2,1997,2006,5598.0,1,NorthAmes,1Fam,1Story,Y,503700.0
7,1084.0,766.0,3.0,2,1974,1977,7097.0,0,Edwards,1Fam,SLvl,Y,386200.0
5,1588.0,1233.0,2.0,2,2011,2024,5555.0,0,NorthAmes,1Fam,2Story,Y,420400.0
8,1678.0,1449.0,3.0,2,1963,1964,11126.0,0,Northridge,1Fam,2Story,Y,590200.0
9,2487.0,0.0,4.0,3,2019,2024,3905.0,0,Sawyer,1Fam,1Story,Y,643900.0
5,1662.0,0.0,2.0,2,1989,2005,5043.0,0,Mitchell,1Fam,1Story,Y,375200.0
6,2057.0,1866.0,2.0,2,1939,1968,4707.0,1,NorthAmes,1Fam,1Story,Y,471400.0
6,1717.0,1778.0,1.0,2,2017,2024,6085.0,1,Edwards,1Fam,2Story,Y,476400.0
7,936.0,664.0,2.0,1,1933,1950,7059.0,0,OldTown,1Fam,1.5Fin,N,325800.0
5,1095.0,665.0,2.0,1,2019,2024,5604.0,0,Edwards,TwnhsE,SLvl,Y,338800.0
7,1467.0,1338.0,3.0,2,1972,1980,13953.0,1,CollegeCreek,1Fam,2Story,Y,518700.0
6,1920.0,1885.0,2.0,2,1974,1996,20803.0,0,OldTown,1Fam,1Story,Y,455900.0
8,2115.0,1361.0,3.0,3,1933,1950,10452.0,1,Gilbert,1Fam,2Story,Y,569500.0
7,1473.0,0.0,3.0,2,1975,1995,9112.0,1,Gilbert,1Fam,1Story,Y,458500.0
7,1275.0,1013.0,3.0,1,1974,1994,3009.0,3,Edwards,1Fam,1Story,Y,418600.0
2,1251.0,0.0,1.0,2,1992,2004,36757.0,2,Somerset,TwnhsE,SLvl,Y,313900.0
5,1366.0,1254.0,2.0,1,2022,2024,19298.0,1,Somerset,1Fam,2Story,Y,449700.0
9,2100.0,1650.0,3.0,2,1992,2004,12862.0,2,CollegeCreek,1Fam,2Story,Y,664500.0
6,1998.0,1535.0,3.0,2,2001,2001,11725.0,0,Sawyer,1Fam,1Story,Y,498800.0
7,1991.0,,3.0,2,1957,1967,4825.0,1,Northridge,TwnhsE,1Story,Y,563700.0
5,1474.0,1405.0,2.0,2,1939,1964,9364.0,1,Gilbert,TwnhsE,1Story,Y,385300.0
6,1366.0,1049.0,3.0,2,1995,2014,5704.0,1,Mitchell,1Fam,1Story,Y,412800.0
7,870.0,,3.0,1,1920,1950,7749.0,1,Edwards,1Fam,2Story,Y,350700.0
6,1495.0,1307.0,2.0,2,1925,1950,6686.0,1,Sawyer,1Fam,1Story,Y,412500.0
6,1345.0,1101.0,1.0,2,1994,2004,12365.0,1,Somerset,1Fam,1Story,Y,436500.0
6,2766.0,2648.0,2.0,3,2000,2007,11851.0,1,Somerset,1Fam,1Story,Y,645500.0
5,2213.0,1335.0,2.0,2,1996,2023,7512.0,1,Crawford,1Fam,2Story,Y,487800.0
7,1252.0,895.0,3.0,1,2005,2010,8118.0,0,NorthAmes,1Fam,1Story,N,432700.0
7,1912.0,1702.0,3.0,3,2003,2012,7889.0,2,Edwards,1Fam,1Story,Y,538200.0
4,1100.0,774.0,1.0,1,1944,1965,16511.0,0,Somerset,1Fam,1Story,Y,295800.0
6,1754.0,1686.0,2.0,2,2010,2023,5756.0,2,Edwards,Duplex,2Story,Y,467900.0
7,1336.0,0.0,4.0,2,2007,2016,13201.0,1,Edwards,1Fam,2Story,Y,430900.0
7,2115.0,2189.0,2.0,3,2009,2024,5834.0,0,CollegeCreek,TwnhsE,2Story,Y,577900.0
8,1806.0,1505.0,3.0,3,1996,2011,14189.0,1,NorthAmes,1Fam,SLvl,Y,569600.0
4,1496.0,1594.0,2.0,2,1931,1950,5541.0,0,OldTown,1Fam,2Story,Y,324700.0
4,1595.0,1617.0,2.0,1,1955,1970,9285.0,1,CollegeCreek,1Fam,1Story,Y,371900.0
7,1543.0,,3.0,1,1943,1966,10763.0,1,NorthAmes,1Fam,1Story,Y,423500.0
6,1909.0,1357.0,2.0,2,1953,1979,11022.0,0,CollegeCreek,1Fam,2Story,Y,474300.0
7,1146.0,1145.0,2.0,1,1920,1950,5897.0,1,OldTown,1Fam,2Story,Y,360900.0
5,1023.0,665.0,2.0,1,1990,2002,8244.0,3,NorthAmes,1Fam,2Story,Y,357900.0
10,1537.0,1561.0,4.0,1,1980,1998,9776.0,1,Northridge,1Fam,2Story,Y,680800.0
7,1885.0,2072.0,4.0,2,1923,1950,19056.0,0,Sawyer,1Fam,2Story,N,492700.0
7,1570.0,1204.0,1.0,2,1978,1978,12030.0,1,OldTown,1Fam,1.5Fin,N,397000.0
6,1720.0,1126.0,2.0,2,1976,1997,6279.0,1,CollegeCreek,1Fam,1Story,Y,459500.0
7,1502.0,1183.0,2.0,1,1976,1979,6116.0,1,OldTown,1Fam,1Story,Y,437500.0
5,2031.0,1995.0,1.0,3,1936,1950,14139.0,1,Mitchell,1Fam,2Story,Y,408800.0
8,1800.0,1170.0,1.0,2,1930,1950,2672.0,0,Gilbert,1Fam,2Story,Y,508600.0
4,1289.0,1337.0,1.0,1,1947,1950,15531.0,1,Gilbert,1Fam,1Story,Y,319800.0
6,2058.0,1766.0,2.0,2,1971,1999,6076.0,0,Crawford,Duplex,1Story,Y,494900.0
7,1170.0,829.0,2.0,1,1976,1989,20316.0,0,Somerset,1Fam,1Story,Y,434300.0
6,1242.0,1167.0,2.0,2,2022,2024,9032.0,1,Gilbert,2fmCon,SLvl,Y,475500.0
6,2121.0,2122.0,2.0,2,1990,1994,12283.0,1,NorthAmes,1Fam,1Story,Y,503200.0
7,1820.0,0.0,2.0,2,1979,2007,9888.0,1,Northridge,1Fam,2Story,Y,505800.0
5,1988.0,2115.0,2.0,2,1979,2004,22670.0,0,Sawyer,1Fam,1Story,Y,441400.0
5,2138.0,2263.0,2.0,2,1987,2005,8441.0,0,Northridge,1Fam,1Story,Y,556700.0
7,1898.0,1173.0,2.0,2,1924,1950,16106.0,1,NorthAmes,Duplex,1Story,N,437400.0
8,1481.0,1392.0,3.0,2,1937,1950,11716.0,1,NorthAmes,1Fam,1Story,Y,489300.0
8,1927.0,1361.0,3.0,2,2007,2024,9392.0,2,Edwards,1Fam,1Story,Y,578000.0
7,1661.0,1645.0,2.0,2,2019,2024,6590.0,1,Northridge,1Fam,1.5Fin,Y,589300.0
6,1577.0,1116.0,1.0,1,1999,2002,8926.0,0,Gilbert,Duplex,2Story,Y,414200.0
6,1426.0,993.0,1.0,3,1941,1950,15336.0,0,CollegeCreek,1Fam,1Story,Y,380300.0
5,2127.0,1686.0,1.0,2,1952,1965,5587.0,1,CollegeCreek,1Fam,1.5Fin,Y,456300.0
5,1704.0,1058.0,2.0,2,2013,2024,7857.0,2,Northridge,Duplex,1Story,Y,479800.0
7,1462.0,915.0,3.0,2,1950,1973,7693.0,1,Somerset,1Fam,1Story,Y,490400.0
6,1084.0,818.0,3.0,1,2008,2024,9475.0,0,Mitchell,1Fam,2Story,Y,395600.0
8,1480.0,1475.0,3.0,2,1944,1966,13052.0,0,Gilbert,1Fam,1Story,Y,536600.0
6,2302.0,1798.0,2.0,2,2017,2024,8650.0,1,Northridge,1Fam,1Story,Y,567500.0
6,1366.0,897.0,2.0,1,1953,1976,34042.0,0,OldTown,1Fam,1Story,Y,359000.0
6,1701.0,0.0,1.0,2,2022,2024,11013.0,1,CollegeCreek,1Fam,1Story,Y,439800.0
5,1888.0,1292.0,2.0,2,2019,2024,14967.0,0,Sawyer,1Fam,1Story,Y,459800.0
4,2282.0,2150.0,1.0,3,1953,1968,11748.0,1,Somerset,1Fam,1Story,Y,454200.0
6,1923.0,1685.0,4.0,2,2022,2024,7693.0,0,Somerset,1Fam,1.5Fin,Y,557500.0
6,1022.0,744.0,2.0,1,1934,1950,22448.0,0,Edwards,1Fam,1.5Fin,Y,311100.0
7,1652.0,1145.0,3.0,2,1955,1966,9176.0,0,Somerset,1Fam,1.5Fin,Y,507400.0
6,1451.0,1562.0,3.0,2,2012,2016,4281.0,1,CollegeCreek,1Fam,1Story,Y,482500.0
4,1700.0,1062.0,2.0,2,2013,2021,4212.0,0,OldTown,1Fam,2Story,Y,330300.0
6,1442.0,1485.0,3.0,1,1961,1970,4282.0,0,Sawyer,Twnhs,1.5Fin,Y,403200.0
7,1797.0,1709.0,3.0,3,1997,2003,3531.0,1,OldTown,Duplex,1.5Fin,N,490500.0
7,1578.0,1726.0,3.0,2,1988,2000,9021.0,2,Mitchell,TwnhsE,1Story,Y,516300.0
4,1369.0,900.0,1.0,2,1949,1971,7755.0,1,CollegeCreek,1Fam,1Story,N,297100.0
5,600.0,0.0,2.0,1,1968,1983,13324.0,1,CollegeCreek,1Fam,2Story,Y,298400.0
6,2054.0,0.0,2.0,2,1927,1950,8024.0,1,CollegeCreek,Twnhs,1Story,Y,426600.0
6,1632.0,1786.0,3.0,2,1990,2011,10809.0,2,NorthAmes,1Fam,1Story,Y,479200.0
5,1386.0,1463.0,2.0,2,1966,1970,13875.0,0,OldTown,1Fam,2Story,Y,348400.0
3,1388.0,1213.0,0.0,2,2022,2024,10432.0,0,NorthAmes,1Fam,2Story,Y,350400.0
5,1849.0,1700.0,1.0,2,1999,2018,17164.0,1,Edwards,1Fam,1.5Fin,N,403100.0
5,2008.0,1277.0,2.0,2,1955,1966,7918.0,1,CollegeCreek,1Fam,1Story,Y,413300.0
7,2071.0,2028.0,3.0,2,1982,2011,13755.0,1,Somerset,1Fam,1Story,Y,576100.0
7,2127.0,1482.0,3.0,3,2001,2019,7551.0,1,Northridge,1Fam,1Story,Y,618500.0
4,1698.0,1395.0,1.0,2,1942,1955,10679.0,1,Sawyer,TwnhsE,1Story,Y,350700.0
8,2172.0,2131.0,3.0,2,1958,1958,6543.0,0,Mitchell,Twnhs,1.5Fin,Y,565600.0
8,1610.0,1429.0,2.0,1,1920,1950,6118.0,1,Gilbert,1Fam,1Story,Y,483800.0
6,1856.0,1808.0,4.0,2,2001,2003,17102.0,0,Crawford,1Fam,1Story,Y,542300.0
8,1726.0,1261.0,3.0,1,1950,1964,15428.0,0,Northridge,1Fam,2Story,Y,588400.0
7,1097.0,1056.0,2.0,1,2000,2019,7904.0,0,Sawyer,1Fam,1Story,Y,413400.0
6,2436.0,2309.0,1.0,2,1945,1969,10872.0,2,Sawyer,1Fam,1Story,Y,498700.0
7,1698.0,1547.0,3.0,2,1981,2001,16913.0,1,Mitchell,Duplex,2Story,Y,515100.0
5,1569.0,1597.0,1.0,2,2022,2024,9450.0,0,NorthAmes,1Fam,1Story,Y,431800.0
7,1442.0,1264.0,3.0,2,1954,1971,8005.0,0,NorthAmes,1Fam,1Story,Y,441600.0
4,1483.0,966.0,2.0,2,2019,2024,4700.0,1,Gilbert,1Fam,2Story,Y,426400.0
5,2081.0,1888.0,2.0,2,1932,1950,8024.0,0,Sawyer,TwnhsE,1Story,N,405800.0
5,1887.0,1391.0,3.0,2,1946,1975,9867.0,1,NorthAmes,1Fam,1Story,N,390300.0
7,2161.0,2285.0,2.0,2,1943,1966,3483.0,1,Northridge,1Fam,2Story,Y,569300.0
4,1649.0,1032.0,1.0,2,1942,1967,5295.0,0,CollegeCreek,1Fam,2Story,Y,367100.0
5,1348.0,1095.0,2.0,2,1996,2009,14675.0,0,Edwards,1Fam,1Story,Y,371100.0
6,1693.0,1653.0,3.0,1,1962,1971,7553.0,1,CollegeCreek,1Fam,1Story,Y,488200.0
10,1851.0,1465.0,4.0,2,1954,1956,7076.0,1,NorthAmes,1Fam,1.5Fin,Y,636100.0
6,1422.0,1420.0,2.0,2,2023,2024,5103.0,0,Somerset,1Fam,1Story,Y,485500.0
6,1636.0,1428.0,2.0,1,1940,1961,5544.0,1,Edwards,1Fam,1Story,Y,373300.0
8,1212.0,1002.0,3.0,1,2023,2024,11401.0,0,NorthAmes,1Fam,1Story,Y,484000.0
6,2045.0,2189.0,2.0,2,2013,2024,7511.0,1,Somerset,1Fam,2Story,Y,588200.0
7,1819.0,1467.0,3.0,2,1975,2002,16165.0,0,Edwards,Duplex,2Story,N,469900.0
6,992.0,819.0,3.0,1,1948,1969,12625.0,1,Sawyer,1Fam,1Story,Y,357300.0
4,1571.0,1488.0,1.0,2,2002,2017,11473.0,0,NorthAmes,1Fam,1Story,Y,400300.0
6,1560.0,1549.0,2.0,2,1993,2011,11819.0,0,NorthAmes,1Fam,1Story,Y,455000.0
8,1710.0,1164.0,2.0,3,2007,2024,28340.0,0,Gilbert,Duplex,2Story,N,556300.0
7,2308.0,1941.0,3.0,3,1960,1974,5949.0,0,Mitchell,1Fam,1Story,N,522600.0
7,1297.0,1234.0,3.0,2,1989,1997,12606.0,2,Sawyer,1Fam,1Story,N,479500.0
6,1709.0,1035.0,3.0,1,2000,2015,13080.0,0,Somerset,1Fam,1Story,Y,502200.0
9,1264.0,930.0,3.0,1,1978,2002,5409.0,0,Sawyer,1Fam,SLvl,Y,537900.0
6,979.0,1020.0,3.0,2,1969,1990,4137.0,1,CollegeCreek,1Fam,2Story,N,377600.0
7,1837.0,1417.0,3.0,2,1968,1968,4884.0,1,OldTown,1Fam,1Story,Y,477300.0
6,710.0,615.0,2.0,1,1927,1950,6154.0,1,Somerset,1Fam,2Story,Y,354000.0
8,1507.0,1302.0,2.0,2,1921,1950,5105.0,0,Somerset,1Fam,1Story,Y,509400.0
7,1797.0,1461.0,3.0,2,1996,1997,8660.0,1,NorthAmes,1Fam,1Story,Y,537000.0
7,2325.0,0.0,3.0,3,1921,1950,20483.0,0,Sawyer,2fmCon,1Story,Y,433600.0
5,1322.0,884.0,3.0,1,1954,1977,8935.0,1,NorthAmes,2fmCon,1Story,Y,361000.0
5,757.0,511.0,2.0,1,2017,2024,3917.0,1,Northridge,TwnhsE,1.5Fin,N,393100.0
4,1661.0,1585.0,1.0,2,1986,1989,8626.0,0,Sawyer,1Fam,1Story,Y,352300.0
6,2373.0,1490.0,2.0,3,1942,1963,9142.0,1,Sawyer,1Fam,1Story,Y,497500.0
3,920.0,812.0,0.0,1,2005,2006,7331.0,1,Northridge,1Fam,2Story,Y,327800.0
6,1803.0,1474.0,3.0,3,2015,2024,11747.0,0,Crawford,Twnhs,1.5Fin,Y,525800.0
7,1373.0,1426.0,3.0,1,1982,1985,6739.0,1,NorthAmes,1Fam,SLvl,Y,476500.0
5,1322.0,990.0,2.0,1,1988,1999,9686.0,2,OldTown,1Fam,SLvl,Y,354600.0
8,2070.0,1375.0,3.0,3,1993,2003,6734.0,1,OldTown,1Fam,SLvl,Y,568000.0
4,600.0,0.0,1.0,1,1939,1953,28531.0,2,Somerset,1Fam,1Story,Y,283000.0
3,1577.0,1571.0,1.0,2,1936,1950,6067.0,1,NorthAmes,1Fam,1Story,Y,302100.0
7,939.0,703.0,2.0,1,2023,2024,7486.0,0,Sawyer,2fmCon,2Story,Y,398200.0
5,1508.0,1354.0,2.0,2,1998,2024,12485.0,2,CollegeCreek,1Fam,1Story,Y,448000.0
6,1802.0,1396.0,1.0,2,2019,2022,13327.0,1,NorthAmes,1Fam,2Story,Y,457300.0
6,2176.0,1405.0,2.0,3,1947,1954,9184.0,0,Crawford,TwnhsE,2Story,N,453800.0
9,1406.0,1097.0,4.0,1,2020,2024,13325.0,0,Northridge,1Fam,2Story,Y,652100.0
8,1968.0,1965.0,3.0,2,1952,1966,6673.0,0,OldTown,1Fam,1Story,Y,542900.0
6,1126.0,963.0,3.0,1,1936,1962,10545.0,1,NorthAmes,1Fam,1Story,Y,384900.0
7,1216.0,874.0,4.0,2,1929,1955,6488.0,0,CollegeCreek,1Fam,2Story,Y,458300.0
7,1719.0,1884.0,3.0,2,1931,1953,4191.0,2,NorthAmes,1Fam,SLvl,Y,482500.0
6,1884.0,1955.0,3.0,2,1955,1978,15036.0,0,Crawford,1Fam,1Story,Y,480600.0
9,1680.0,1218.0,4.0,2,1984,2008,8076.0,0,Edwards,1Fam,2Story,Y,602300.0
7,2150.0,1953.0,2.0,3,1955,1963,9726.0,1,NorthAmes,1Fam,2Story,Y,549600.0
6,2066.0,1900.0,3.0,2,1923,1950,15184.0,0,CollegeCreek,1Fam,2Story,Y,487500.0
8,1850.0,2007.0,3.0,2,1950,1966,7319.0,0,OldTown,1Fam,1Story,N,487400.0
6,1372.0,1310.0,3.0,1,1947,1966,3321.0,2,Somerset,1Fam,1Story,Y,454100.0
9,1825.0,1926.0,4.0,2,1954,1961,9954.0,0,CollegeCreek,1Fam,2Story,Y,613700.0
5,2040.0,2059.0,1.0,2,1931,1950,9202.0,0,Sawyer,1Fam,1Story,Y,402600.0
6,1343.0,966.0,2.0,1,1921,1950,10020.0,0,Sawyer,1Fam,SLvl,Y,343300.0
7,1664.0,1295.0,2.0,2,1991,1997,5957.0,1,Somerset,1Fam,2Story,Y,504100.0
5,2363.0,0.0,2.0,3,1981,2003,6063.0,1,CollegeCreek,1Fam,1Story,Y,427600.0
6,1927.0,1655.0,2.0,2,1949,1978,6125.0,0,Edwards,1Fam,1Story,Y,447600.0
5,1232.0,1126.0,1.0,2,1996,2004,5978.0,0,Edwards,Twnhs,1Story,Y,326100.0
5,1473.0,1189.0,1.0,2,1926,1950,4284.0,1,Sawyer,1Fam,2Story,Y,339800.0
6,1023.0,1048.0,2.0,2,1961,1988,5865.0,0,Edwards,1Fam,2Story,Y,356200.0
7,951.0,990.0,2.0,2,1996,2010,20566.0,2,Somerset,1Fam,1Story,Y,515700.0
8,899.0,818.0,3.0,2,1958,1974,3381.0,0,OldTown,1Fam,1Story,Y,408400.0
6,1305.0,1103.0,3.0,2,1947,1975,9042.0,0,Somerset,1Fam,1Story,Y,420400.0
5,2128.0,0.0,3.0,3,2023,2024,6285.0,0,Edwards,1Fam,2Story,Y,428900.0
8,2883.0,3029.0,2.0,3,1995,2007,7280.0,1,Mitchell,1Fam,1Story,Y,679800.0
7,1724.0,1428.0,2.0,2,1984,1990,6536.0,2,Somerset,1Fam,1.5Fin,Y,546700.0
7,1321.0,1246.0,1.0,2,1972,1987,18461.0,1,CollegeCreek,1Fam,2Story,Y,459300.0
5,941.0,931.0,2.0,1,2019,2024,25490.0,0,CollegeCreek,TwnhsE,2Story,Y,367400.0
5,1992.0,1237.0,2.0,2,1947,1958,16804.0,1,Sawyer,1Fam,2Story,Y,399600.0
6,1815.0,1656.0,2.0,2,1988,2009,8088.0,1,Somerset,1Fam,1Story,Y,517500.0
6,1756.0,1922.0,3.0,3,1930,1950,5948.0,0,NorthAmes,1Fam,1Story,Y,465700.0
6,1614.0,1211.0,2.0,2,1982,1984,22169.0,0,Edwards,1Fam,1.5Fin,Y,409900.0
5,1276.0,1085.0,2.0,2,2000,2005,6230.0,0,Somerset,1Fam,2Story,Y,400700.0
6,1413.0,1037.0,3.0,1,2008,2012,11500.0,1,Northridge,1Fam,1Story,Y,518800.0
6,1185.0,1143.0,2.0,1,1956,1971,11213.0,0,CollegeCreek,1Fam,2Story,N,371000.0
6,1522.0,1037.0,2.0,2,1959,1959,5547.0,1,Gilbert,TwnhsE,1Story,Y,433300.0
6,837.0,787.0,2.0,1,1929,1950,7925.0,0,Edwards,2fmCon,1Story,Y,295700.0
7,1955.0,1969.0,3.0,2,1930,1950,9969.0,1,OldTown,1Fam,2Story,Y,464900.0
7,1778.0,0.0,4.0,2,1921,1950,9092.0,2,CollegeCreek,1Fam,1Story,Y,429000.0
3,1214.0,1273.0,1.0,2,1973,1990,11825.0,1,NorthAmes,1Fam,1Story,Y,306600.0
6,1280.0,842.0,3.0,2,1999,2000,10128.0,1,Sawyer,1Fam,2Story,Y,436500.0
6,1550.0,1245.0,2.0,1,1933,1958,14220.0,1,NorthAmes,1Fam,1Story,Y,416700.0
7,2161.0,1670.0,3.0,2,1950,1972,18739.0,1,NorthAmes,1Fam,2Story,Y,526100.0
3,617.0,486.0,1.0,1,1995,2023,13233.0,0,Somerset,1Fam,1Story,Y,256400.0
7,1229.0,1123.0,2.0,1,2008,2024,20090.0,1,CollegeCreek,TwnhsE,1Story,Y,485400.0
5,1533.0,1148.0,2.0,1,1973,1979,8061.0,2,Gilbert,2fmCon,SLvl,N,355100.0
7,1492.0,1115.0,2.0,1,1992,2009,13192.0,0,OldTown,1Fam,2Story,Y,440600.0
4,1439.0,992.0,2.0,1,1952,1969,10544.0,1,NorthAmes,1Fam,1Story,Y,327100.0
6,1128.0,710.0,3.0,1,1980,2008,6449.0,2,Edwards,Duplex,2Story,Y,404400.0
6,1268.0,1214.0,2.0,1,1933,1959,2969.0,1,CollegeCreek,1Fam,2Story,N,362500.0
6,1937.0,1812.0,3.0,2,2001,2014,12255.0,0,Somerset,1Fam,2Story,Y,527700.0
4,1320.0,1215.0,2.0,2,1986,2002,10732.0,0,NorthAmes,1Fam,1.5Fin,N,337800.0
6,1221.0,884.0,2.0,2,1940,1953,23050.0,1,Gilbert,1Fam,1Story,N,367700.0
5,1474.0,1064.0,1.0,2,1972,1998,12216.0,0,CollegeCreek,1Fam,2Story,Y,385900.0
5,1459.0,0.0,2.0,2,1999,2015,12346.0,0,NorthAmes,1Fam,2Story,Y,346400.0
5,1976.0,1607.0,2.0,2,1944,1971,9071.0,2,CollegeCreek,1Fam,2Story,Y,471000.0
7,1631.0,1650.0,4.0,1,1930,1950,4856.0,1,Somerset,2fmCon,1Story,N,478600.0
6,1852.0,1724.0,2.0,3,1982,1982,14300.0,0,NorthAmes,1Fam,2Story,Y,489600.0
7,1888.0,1753.0,2.0,3,1994,2002,16996.0,1,CollegeCreek,1Fam,2Story,Y,560500.0
8,1832.0,1149.0,2.0,2,1975,1991,6097.0,0,Crawford,1Fam,2Story,Y,521100.0
8,1743.0,1135.0,4.0,2,1935,1950,8428.0,0,NorthAmes,TwnhsE,1Story,Y,528000.0
7,2463.0,2023.0,3.0,3,1981,2004,10232.0,0,Mitchell,1Fam,1Story,Y,578600.0
8,1373.0,917.0,3.0,2,1978,2000,12437.0,0,NorthAmes,1Fam,2Story,Y,507300.0
6,600.0,448.0,2.0,1,1993,2021,13962.0,1,NorthAmes,1Fam,1Story,Y,348700.0
6,1864.0,1191.0,3.0,1,1961,1974,7043.0,3,Somerset,1Fam,1.5Fin,Y,498400.0
9,1809.0,1770.0,3.0,3,1999,2004,8101.0,1,OldTown,1Fam,2Story,Y,612500.0
4,2153.0,1727.0,1.0,3,1974,2001,15862.0,0,NorthAmes,1Fam,1Story,Y,435300.0
4,2014.0,1291.0,2.0,3,1929,1954,5736.0,0,CollegeCreek,TwnhsE,1Story,Y,403200.0
5,1441.0,1452.0,1.0,2,1957,1974,3996.0,1,CollegeCreek,1Fam,1Story,Y,391100.0
8,1548.0,1154.0,4.0,2,1937,1956,5991.0,0,Somerset,Duplex,2Story,Y,533700.0
5,1896.0,1322.0,2.0,2,1987,1987,14692.0,1,OldTown,1Fam,2Story,Y,412400.0
6,1604.0,1581.0,2.0,1,1978,1987,19032.0,0,OldTown,1Fam,2Story,Y,400400.0
6,1235.0,1058.0,2.0,1,1967,1984,4455.0,1,NorthAmes,1Fam,1.5Fin,Y,359900.0
3,1939.0,1388.0,1.0,2,1937,1950,6104.0,0,NorthAmes,2fmCon,1Story,N,305600.0
3,1712.0,1493.0,1.0,2,1958,1971,21111.0,3,Crawford,1Fam,1Story,Y,372900.0
7,2057.0,2070.0,4.0,2,2005,2024,22275.0,1,Somerset,1Fam,2Story,Y,615200.0
6,1624.0,1184.0,2.0,2,1972,1984,9730.0,0,NorthAmes,1Fam,1Story,Y,412900.0
6,2020.0,2204.0,2.0,2,1957,1965,7612.0,1,Northridge,1Fam,1Story,Y,549500.0
5,1600.0,1334.0,3.0,2,1938,1954,4774.0,0,Crawford,TwnhsE,1Story,Y,408200.0
6,600.0,621.0,2.0,1,2004,2024,7707.0,1,NorthAmes,TwnhsE,2Story,Y,365100.0
6,1552.0,1553.0,1.0,2,2016,2024,8249.0,0,OldTown,1Fam,2Story,Y,441000.0
5,1203.0,1231.0,0.0,1,1959,1981,19321.0,2,OldTown,1Fam,2Story,Y,329300.0
5,1582.0,1592.0,2.0,1,2020,2024,15274.0,1,Mitchell,1Fam,2Story,Y,418700.0
5,1889.0,1993.0,2.0,2,1976,1986,5755.0,0,Crawford,1Fam,1Story,Y,461300.0
4,1416.0,1403.0,1.0,2,2013,2024,14518.0,1,Crawford,1Fam,1Story,Y,388100.0
6,1767.0,1371.0,3.0,2,2010,2021,17458.0,1,CollegeCreek,1Fam,2Story,N,503100.0
7,2030.0,2048.0,2.0,2,1959,1988,45000.0,0,Somerset,1Fam,1.5Fin,N,547800.0
5,1381.0,1188.0,2.0,2,1939,1955,17208.0,0,Gilbert,1Fam,1Story,Y,395200.0
5,1473.0,1032.0,3.0,2,1934,1955,27678.0,1,CollegeCreek,TwnhsE,1Story,Y,373400.0
6,1553.0,1384.0,2.0,1,2005,2024,4571.0,0,Somerset,Twnhs,1.5Fin,N,439000.0
5,1307.0,1062.0,3.0,2,1960,1981,6456.0,0,Gilbert,1Fam,1Story,Y,390800.0
7,1496.0,1306.0,3.0,1,1989,1992,16257.0,1,NorthAmes,1Fam,1Story,Y,503500.0
7,2349.0,2557.0,3.0,2,2018,2021,10463.0,1,Edwards,TwnhsE,2Story,Y,595400.0
4,2105.0,1533.0,2.0,2,1990,2012,11456.0,1,Crawford,1Fam,2Story,Y,445200.0
6,818.0,602.0,,1,1950,1954,7322.0,0,Gilbert,1Fam,1Story,Y,354200.0
5,1543.0,1580.0,1.0,2,1961,1973,12241.0,1,Edwards,1Fam,2Story,Y,360000.0
7,1862.0,1893.0,1.0,3,2010,2017,6916.0,1,Somerset,1Fam,1Story,Y,550500.0
4,1616.0,1128.0,1.0,2,1928,1950,7481.0,0,OldTown,1Fam,2Story,Y,304300.0
4,1544.0,1380.0,1.0,2,2022,2024,9868.0,0,Crawford,Duplex,1Story,Y,402000.0
