OverallQual,GrLivArea,TotalBsmtSF,GarageCars,FullBath,YearBuilt,YearRemodAdd,LotArea,Fireplaces,Neighborhood,BldgType,HouseStyle,CentralAir,SalePrice
6,2249.0,2178.0,2.0,2,1947,1955,13547.0,2,NorthAmes,2fmCon,1Story,Y,491200.0
6,2195.0,1554.0,2.0,2,1994,1996,13375.0,1,Edwards,TwnhsE,1Story,Y,497800.0
5,1126.0,900.0,2.0,2,1958,1976,9418.0,1,Crawford,Duplex,2Story,Y,376100.0
8,1769.0,1511.0,3.0,1,1944,1966,26603.0,0,Gilbert,1Fam,1Story,Y,531000.0
4,1147.0,1153.0,1.0,1,1940,1950,7195.0,0,Somerset,1Fam,1Story,Y,311500.0
5,1363.0,1390.0,1.0,3,1929,1950,5711.0,0,NorthAmes,1Fam,1.5Fin,N,357800.0
10,2741.0,0.0,3.0,3,1962,1991,11037.0,2,Somerset,1Fam,1Story,Y,719400.0
5,1371.0,1172.0,2.0,2,1934,1951,6390.0,0,Mitchell,TwnhsE,2Story,N,316800.0
4,1571.0,1488.0,1.0,2,2002,2017,11473.0,0,NorthAmes,1Fam,1Story,Y,400300.0
7,1887.0,1238.0,4.0,2,1967,1967,5905.0,1,Edwards,1Fam,1Story,Y,492200.0
3,920.0,812.0,0.0,1,2005,2006,7331.0,1,Northridge,1Fam,2Story,Y,327800.0
6,1221.0,884.0,2.0,2,1940,1953,23050.0,1,Gilbert,1Fam,1Story,N,367700.0
9,1313.0,1071.0,3.0,1,1979,1992,7312.0,0,Gilbert,1Fam,1Story,Y,563900.0
4,1048.0,961.0,1.0,2,2015,2015,6006.0,1,Gilbert,1Fam,2Story,Y,323100.0
3,600.0,0.0,0.0,1,1969,1994,16080.0,0,OldTown,1Fam,2Story,Y,167700.0
4,1649.0,1032.0,1.0,2,1942,1967,5295.0,0,CollegeCreek,1Fam,2Story,Y,367100.0
7,2523.0,1527.0,2.0,3,1932,1956,6333.0,0,Sawyer,1Fam,1Story,Y,508700.0
8,1802.0,1101.0,,2,1988,2003,11948.0,0,Sawyer,1Fam,1Story,Y,557200.0
5,905.0,547.0,3.0,1,1923,1950,14317.0,0,Northridge,Twnhs,2Story,Y,377500.0
7,1390.0,911.0,3.0,2,2011,2024,16486.0,1,Crawford,Duplex,2Story,Y,495500.0
8,1547.0,1113.0,4.0,2,1997,2011,6163.0,0,Edwards,1Fam,2Story,Y,513700.0
9,1393.0,,4.0,3,1991,2002,12064.0,1,Edwards,1Fam,2Story,Y,565800.0
6,1941.0,2122.0,3.0,2,1928,1950,7094.0,0,Sawyer,1Fam,2Story,Y,495500.0
3,1680.0,1265.0,0.0,2,1954,1967,6616.0,0,Somerset,1Fam,1Story,Y,370500.0
5,1015.0,674.0,2.0,1,2020,2024,16344.0,1,Gilbert,1Fam,1Story,Y,378400.0
6,1885.0,1645.0,3.0,2,1940,1963,6804.0,2,Sawyer,TwnhsE,2Story,Y,450200.0
6,2221.0,2285.0,2.0,2,1977,1991,10292.0,1,Northridge,1Fam,1Story,Y,582500.0
6,2379.0,2234.0,3.0,2,1937,1959,9680.0,2,CollegeCreek,Twnhs,1Story,Y,540900.0
8,2943.0,2201.0,4.0,3,2016,2024,5243.0,1,OldTown,1Fam,1.5Fin,Y,660100.0
8,1361.0,1199.0,3.0,1,1991,2009,14517.0,1,NorthAmes,1Fam,1.5Fin,Y,514500.0
6,2766.0,2648.0,2.0,3,2000,2007,11851.0,1,Somerset,1Fam,1Story,Y,645500.0
8,1591.0,1534.0,2.0,1,1962,1963,3317.0,1,NorthAmes,Twnhs,1Story,Y,473500.0
7,1411.0,1317.0,2.0,2,2014,2015,10288.0,0,OldTown,1Fam,1Story,Y,466800.0
6,1717.0,1778.0,1.0,2,2017,2024,6085.0,1,Edwards,1Fam,2Story,Y,476400.0
7,1416.0,1466.0,3.0,2,1925,1950,15499.0,0,CollegeCreek,1Fam,1.5Fin,Y,456300.0
6,1748.0,1555.0,1.0,2,2005,2007,4347.0,0,Somerset,1Fam,1Story,Y,510700.0
9,1266.0,1032.0,4.0,1,1997,2019,7493.0,1,NorthAmes,1Fam,1Story,Y,554000.0
4,1320.0,1215.0,2.0,2,1986,2002,10732.0,0,NorthAmes,1Fam,1.5Fin,N,337800.0
5,2040.0,2059.0,1.0,2,1931,1950,9202.0,0,Sawyer,1Fam,1Story,Y,402600.0
6,1556.0,938.0,3.0,2,2019,2024,13115.0,0,OldTown,1Fam,2Story,Y,427100.0
7,1719.0,1884.0,3.0,2,1931,1953,4191.0,2,NorthAmes,1Fam,SLvl,Y,482500.0
8,1940.0,0.0,3.0,2,1985,1988,20454.0,0,Edwards,1Fam,1Story,Y,499900.0
6,2072.0,1730.0,2.0,4,1921,1950,11644.0,0,Sawyer,1Fam,2Story,Y,473200.0
4,725.0,751.0,2.0,1,1934,1954,17674.0,2,CollegeCreek,1Fam,1Story,Y,286600.0
7,1906.0,1358.0,3.0,2,1942,1951,13865.0,1,Somerset,1Fam,1Story,Y,503300.0
7,1547.0,1297.0,2.0,2,1948,1976,8903.0,0,NorthAmes,1Fam,2Story,Y,454400.0
3,1410.0,939.0,2.0,2,2000,2000,4712.0,0,NorthAmes,Duplex,1Story,Y,338000.0
6,2025.0,1615.0,2.0,2,2015,2018,6756.0,0,Edwards,1Fam,SLvl,Y,473100.0
4,918.0,632.0,2.0,1,1926,1950,19827.0,0,Edwards,1Fam,2Story,Y,267600.0
5,1075.0,840.0,2.0,1,2013,2024,17903.0,0,Somerset,1Fam,1Story,Y,375600.0
5,687.0,540.0,2.0,1,1947,1972,6570.0,0,Gilbert,1Fam,1Story,Y,262100.0
7,1429.0,1567.0,1.0,2,1933,1950,2188.0,1,Mitchell,1Fam,1Story,Y,406900.0
6,2139.0,2347.0,2.0,3,1963,1969,8052.0,1,Edwards,1Fam,1Story,Y,502700.0
4,1369.0,900.0,1.0,2,1949,1971,7755.0,1,CollegeCreek,1Fam,1Story,N,297100.0
7,1097.0,1056.0,2.0,1,2000,2019,7904.0,0,Sawyer,1Fam,1Story,Y,413400.0
4,1216.0,761.0,2.0,1,1951,1965,11664.0,0,CollegeCreek,1Fam,1Story,Y,329900.0
7,1035.0,637.0,2.0,2,1989,2001,13879.0,1,OldTown,1Fam,2Story,Y,404800.0
5,1027.0,670.0,1.0,2,2007,2024,14693.0,0,NorthAmes,1Fam,2Story,Y,353200.0
6,1743.0,1887.0,2.0,2,1925,1950,11191.0,1,NorthAmes,1Fam,2Story,Y,446700.0
7,1167.0,1249.0,2.0,1,1946,1973,3640.0,1,Mitchell,1Fam,1Story,Y,396100.0
7,2127.0,1482.0,3.0,3,2001,2019,7551.0,1,Northridge,1Fam,1Story,Y,618500.0
8,1710.0,1164.0,2.0,3,2007,2024,28340.0,0,Gilbert,Duplex,2Story,N,556300.0
6,1616.0,1164.0,2.0,2,2020,2024,10798.0,0,OldTown,1Fam,1Story,Y,411900.0
7,1543.0,,3.0,1,1943,1966,10763.0,1,NorthAmes,1Fam,1Story,Y,423500.0
5,1825.0,1615.0,1.0,2,2021,2024,10719.0,1,NorthAmes,1Fam,2Story,Y,441400.0
6,1909.0,1357.0,2.0,2,1953,1979,11022.0,0,CollegeCreek,1Fam,2Story,Y,474300.0
7,1801.0,1762.0,2.0,1,1959,1980,2720.0,2,Edwards,1Fam,2Story,Y,472700.0
6,1817.0,1371.0,4.0,2,1966,1980,7945.0,0,Gilbert,1Fam,1Story,Y,492300.0
4,1331.0,1412.0,2.0,2,1998,2007,8787.0,0,Somerset,1Fam,2Story,Y,376000.0
7,1888.0,1753.0,2.0,3,1994,2002,16996.0,1,CollegeCreek,1Fam,2Story,Y,560500.0
7,1518.0,1242.0,2.0,2,2005,2024,9171.0,1,Mitchell,1Fam,2Story,Y,488200.0
5,1501.0,1493.0,2.0,2,1943,1970,3931.0,2,Gilbert,1Fam,2Story,Y,384100.0
4,1305.0,1317.0,1.0,1,1984,1992,11104.0,0,Edwards,1Fam,2Story,Y,325600.0
8,1548.0,1154.0,4.0,2,1937,1956,5991.0,0,Somerset,Duplex,2Story,Y,533700.0
7,1371.0,1055.0,2.0,2,1963,1990,4874.0,1,OldTown,1Fam,1Story,Y,460700.0
6,1776.0,1897.0,2.0,2,1995,1995,5901.0,0,CollegeCreek,1Fam,2Story,Y,461700.0
5,2050.0,1399.0,2.0,2,1976,1992,11746.0,0,OldTown,2fmCon,2Story,Y,427300.0
5,1992.0,1237.0,2.0,2,1947,1958,16804.0,1,Sawyer,1Fam,2Story,Y,399600.0
8,1212.0,1002.0,3.0,1,2023,2024,11401.0,0,NorthAmes,1Fam,1Story,Y,484000.0
6,2121.0,2122.0,2.0,2,1990,1994,12283.0,1,NorthAmes,1Fam,1Story,Y,503200.0
5,1366.0,1347.0,2.0,2,1942,1971,11345.0,0,NorthAmes,TwnhsE,1.5Fin,Y,367900.0
7,1912.0,2026.0,3.0,2,2004,2024,9421.0,1,NorthAmes,1Fam,2Story,Y,570700.0
5,1119.0,970.0,2.0,2,1953,1970,12689.0,1,Northridge,1Fam,1.5Fin,Y,434500.0
8,1800.0,1170.0,1.0,2,1930,1950,2672.0,0,Gilbert,1Fam,2Story,Y,508600.0
8,1872.0,1674.0,3.0,3,2005,2010,9467.0,0,Edwards,Duplex,2Story,Y,553800.0
5,876.0,867.0,1.0,1,1954,1960,5311.0,0,NorthAmes,1Fam,2Story,Y,305600.0
5,1755.0,1135.0,2.0,2,2012,2024,16018.0,0,Edwards,1Fam,1.5Fin,N,392800.0
2,1825.0,1253.0,2.0,2,1961,1966,8320.0,1,Edwards,1Fam,2Story,N,285900.0
4,1347.0,816.0,1.0,1,1947,1954,9095.0,3,NorthAmes,1Fam,2Story,Y,305800.0
4,1991.0,1786.0,1.0,2,2001,2012,4219.0,1,OldTown,1Fam,1Story,Y,386800.0
6,1500.0,1565.0,2.0,2,1997,2017,14890.0,1,OldTown,Duplex,1Story,Y,433700.0
6,1937.0,1812.0,3.0,2,2001,2014,12255.0,0,Somerset,1Fam,2Story,Y,527700.0
4,600.0,655.0,1.0,1,2011,2022,11831.0,0,Somerset,1Fam,1Story,N,276300.0
6,2596.0,1639.0,3.0,3,1943,1965,5964.0,2,NorthAmes,1Fam,1Story,Y,531000.0
7,2288.0,2406.0,3.0,3,1927,1950,6083.0,2,OldTown,Twnhs,1Story,Y,542000.0
7,1540.0,1551.0,3.0,2,1972,1993,10015.0,1,Somerset,1Fam,1Story,Y,524300.0
3,600.0,454.0,1.0,1,1991,2010,6328.0,0,Edwards,1Fam,1Story,N,212600.0
6,1701.0,1849.0,3.0,2,1923,1950,11131.0,1,Northridge,TwnhsE,1Story,Y,504500.0
4,814.0,606.0,0.0,1,2010,2016,3040.0,0,Somerset,TwnhsE,1.5Fin,Y,304200.0
7,1847.0,1929.0,3.0,2,2019,2024,7018.0,1,NorthAmes,TwnhsE,2Story,Y,563200.0
7,1833.0,1907.0,2.0,2,1924,1950,21991.0,1,NorthAmes,Twnhs,1Story,Y,482000.0
5,1105.0,1082.0,2.0,2,2016,2024,11156.0,0,Somerset,1Fam,1Story,Y,419400.0
5,1971.0,0.0,2.0,2,1968,1977,9734.0,2,NorthAmes,1Fam,2Story,Y,347000.0
5,1838.0,1213.0,1.0,2,2017,2024,24164.0,3,Somerset,1Fam,1Story,N,460700.0
3,1750.0,0.0,1.0,2,1949,1977,2785.0,2,Crawford,TwnhsE,2Story,Y,276300.0
7,1664.0,1295.0,2.0,2,1991,1997,5957.0,1,Somerset,1Fam,2Story,Y,504100.0
6,985.0,981.0,1.0,1,2022,2024,7328.0,0,OldTown,1Fam,2Story,Y,338300.0
7,2071.0,2028.0,3.0,2,1982,2011,13755.0,1,Somerset,1Fam,1Story,Y,576100.0
5,1386.0,1463.0,2.0,2,1966,1970,13875.0,0,OldTown,1Fam,2Story,Y,348400.0
5,916.0,556.0,2.0,1,1945,1967,5808.0,0,Edwards,1Fam,1Story,Y,267000.0
4,1988.0,1997.0,2.0,2,1976,1978,14750.0,0,Crawford,2fmCon,1.5Fin,Y,439500.0
5,2382.0,2547.0,1.0,2,1956,1973,7320.0,1,OldTown,Duplex,2Story,Y,453500.0
4,1403.0,1395.0,1.0,1,2017,2024,16413.0,0,Mitchell,1Fam,1Story,Y,329100.0
7,2567.0,1707.0,2.0,3,1926,1950,5344.0,0,Crawford,1Fam,1Story,Y,536800.0
5,1538.0,985.0,2.0,1,1959,1979,8420.0,0,NorthAmes,1Fam,1Story,Y,364600.0
6,1420.0,867.0,2.0,2,2011,2024,7009.0,1,NorthAmes,1Fam,2Story,Y,427800.0
6,1315.0,1202.0,2.0,1,1958,1962,15184.0,1,NorthAmes,TwnhsE,1Story,Y,389500.0
4,2108.0,1928.0,1.0,2,1981,2004,6895.0,0,NorthAmes,1Fam,2Story,Y,421500.0
6,1252.0,1369.0,1.0,1,2022,2024,8767.0,2,NorthAmes,1Fam,1Story,Y,438500.0
7,1969.0,1573.0,2.0,2,2011,2014,11538.0,0,Gilbert,TwnhsE,2Story,Y,519300.0
4,1185.0,0.0,1.0,1,1997,2011,11762.0,1,NorthAmes,1Fam,2Story,Y,289900.0
7,1467.0,1338.0,3.0,2,1972,1980,13953.0,1,CollegeCreek,1Fam,2Story,Y,518700.0
5,1933.0,1958.0,1.0,3,2021,2024,9952.0,1,Northridge,1Fam,2Story,Y,562700.0
5,1340.0,1432.0,2.0,2,1923,1950,7265.0,0,NorthAmes,1Fam,1Story,Y,361700.0
7,1490.0,1492.0,3.0,1,2001,2024,7519.0,2,Sawyer,1Fam,1Story,Y,504100.0
5,1976.0,1607.0,2.0,2,1944,1971,9071.0,2,CollegeCreek,1Fam,2Story,Y,471000.0
6,2251.0,2065.0,1.0,3,1926,1950,10146.0,1,NorthAmes,1Fam,1Story,Y,502100.0
6,1851.0,1903.0,3.0,2,2021,2024,8320.0,1,Gilbert,TwnhsE,1Story,Y,529800.0
6,1305.0,1103.0,3.0,2,1947,1975,9042.0,0,Somerset,1Fam,1Story,Y,420400.0
3,1126.0,798.0,1.0,2,1988,1995,4194.0,1,Northridge,1Fam,1Story,Y,355900.0
4,1454.0,,2.0,2,1986,1997,12502.0,0,Gilbert,1Fam,1Story,Y,414600.0
7,1795.0,1077.0,2.0,2,2014,2024,9804.0,1,Sawyer,1Fam,1.5Fin,Y,479300.0
8,1325.0,1271.0,2.0,2,1939,1962,14779.0,0,CollegeCreek,1Fam,1Story,Y,483900.0
5,1804.0,1183.0,1.0,2,2002,2020,8956.0,1,NorthAmes,1Fam,2Story,Y,400400.0
6,1616.0,1167.0,3.0,1,1930,1955,3755.0,0,Sawyer,1Fam,1Story,Y,392700.0
7,939.0,703.0,2.0,1,2023,2024,7486.0,0,Sawyer,2fmCon,2Story,Y,398200.0
7,1270.0,1118.0,2.0,1,1986,2015,8103.0,0,Mitchell,1Fam,1Story,Y,427400.0
3,1128.0,901.0,1.0,1,2006,2006,12984.0,0,OldTown,1Fam,1.5Fin,Y,243800.0
5,1469.0,1377.0,1.0,1,1926,1950,3181.0,1,OldTown,TwnhsE,1.5Fin,Y,322100.0
6,2373.0,1490.0,2.0,3,1942,1963,9142.0,1,Sawyer,1Fam,1Story,Y,497500.0
7,1760.0,1165.0,3.0,1,1980,1996,11578.0,1,CollegeCreek,1Fam,1.5Fin,Y,501600.0
10,1547.0,1314.0,3.0,2,1990,2014,6433.0,1,Crawford,1Fam,SLvl,Y,647300.0
6,1673.0,1286.0,1.0,2,1953,1982,9296.0,1,Northridge,1Fam,2Story,Y,479400.0
4,1272.0,951.0,2.0,1,1938,1955,6545.0,0,OldTown,1Fam,2Story,Y,274100.0
7,1796.0,1138.0,3.0,3,1977,1987,6218.0,0,Sawyer,1Fam,1Story,Y,492400.0
8,1984.0,2079.0,3.0,2,1928,1950,7301.0,0,Sawyer,1Fam,2Story,Y,551600.0
6,2088.0,1975.0,2.0,2,1967,1973,6277.0,1,NorthAmes,1Fam,1Story,Y,502000.0
5,1490.0,0.0,1.0,2,2001,2018,12604.0,0,Crawford,1Fam,1Story,Y,348900.0
7,2348.0,1485.0,2.0,3,1960,1985,6201.0,0,Edwards,1Fam,SLvl,Y,504900.0
7,2041.0,2219.0,3.0,2,1967,1974,5702.0,1,Sawyer,1Fam,1Story,Y,548600.0
5,1203.0,1132.0,2.0,2,1964,1969,21676.0,2,CollegeCreek,1Fam,2Story,Y,371200.0
7,2588.0,2093.0,3.0,3,1944,1973,14478.0,1,Northridge,1Fam,2Story,Y,615200.0
7,1797.0,1709.0,3.0,3,1997,2003,3531.0,1,OldTown,Duplex,1.5Fin,N,490500.0
8,1389.0,1359.0,3.0,2,1944,1966,6110.0,1,NorthAmes,1Fam,SLvl,Y,503500.0
6,2274.0,2251.0,2.0,2,1938,1959,10110.0,1,Crawford,1Fam,1Story,Y,492500.0
6,2453.0,2058.0,3.0,2,1958,1967,10529.0,1,NorthAmes,1Fam,1Story,Y,513400.0
8,1726.0,1407.0,3.0,2,1998,2008,4250.0,1,CollegeCreek,1Fam,1Story,Y,564300.0
4,1208.0,731.0,1.0,1,1999,2023,15983.0,0,Mitchell,TwnhsE,1Story,Y,298000.0
7,1588.0,1688.0,3.0,2,1946,1958,13529.0,0,Mitchell,2fmCon,1Story,Y,474300.0
4,1720.0,1551.0,2.0,2,2023,2024,11395.0,0,Somerset,1Fam,1Story,Y,435800.0
8,2277.0,0.0,2.0,3,1993,1999,17648.0,0,Somerset,1Fam,2Story,Y,566300.0
6,1820.0,1929.0,3.0,3,1982,1990,11228.0,2,OldTown,1Fam,2Story,Y,470500.0
8,1783.0,1885.0,4.0,1,1987,1999,11207.0,0,CollegeCreek,Twnhs,1Story,Y,566900.0
7,2289.0,2506.0,2.0,3,1938,1963,19513.0,0,CollegeCreek,1Fam,2Story,Y,582000.0
4,1289.0,1337.0,1.0,1,1947,1950,15531.0,1,Gilbert,1Fam,1Story,Y,319800.0
8,2173.0,2388.0,3.0,3,2004,2006,5880.0,1,Sawyer,1Fam,1Story,Y,632500.0
8,1619.0,1169.0,3.0,1,1997,1997,12291.0,1,Sawyer,1Fam,2Story,N,478700.0
7,1841.0,1880.0,2.0,2,1952,1972,6424.0,1,Sawyer,1Fam,2Story,Y,480400.0
5,1452.0,1469.0,2.0,2,1929,1950,11523.0,1,NorthAmes,1Fam,2Story,Y,380400.0
6,1557.0,1114.0,1.0,3,2002,2003,11365.0,1,Edwards,1Fam,1Story,Y,460000.0
6,1421.0,,1.0,2,1949,1973,4484.0,0,NorthAmes,1Fam,2Story,Y,345700.0
5,2065.0,2250.0,2.0,3,1941,1950,8426.0,0,Edwards,1Fam,2Story,Y,427300.0
8,1432.0,1071.0,3.0,2,1922,1950,10225.0,0,OldTown,1Fam,2Story,Y,451500.0
6,1269.0,1314.0,2.0,1,2020,2024,7200.0,1,Northridge,1Fam,2Story,Y,487700.0
2,2151.0,1295.0,2.0,2,2001,2006,10481.0,2,OldTown,1Fam,1.5Fin,Y,383100.0
7,2071.0,1264.0,3.0,2,1994,2023,13399.0,2,NorthAmes,1Fam,2Story,Y,530800.0
6,600.0,500.0,3.0,1,1967,1979,8819.0,1,NorthAmes,1Fam,2Story,Y,336900.0
6,1343.0,966.0,2.0,1,1921,1950,10020.0,0,Sawyer,1Fam,SLvl,Y,343300.0
6,819.0,774.0,3.0,1,1995,1995,17885.0,2,Somerset,1Fam,2Story,N,414100.0
7,1261.0,1113.0,2.0,1,1973,1992,11346.0,1,NorthAmes,1Fam,1Story,Y,425000.0
8,600.0,383.0,3.0,1,1925,1950,9901.0,0,NorthAmes,1Fam,2Story,Y,374600.0
6,1522.0,1037.0,2.0,2,1959,1959,5547.0,1,Gilbert,TwnhsE,1Story,Y,433300.0
6,1100.0,873.0,3.0,1,2012,2024,12525.0,0,NorthAmes,1Fam,1Story,Y,394300.0
6,1605.0,1112.0,1.0,2,2013,2024,10563.0,0,Sawyer,TwnhsE,2Story,Y,433300.0
6,897.0,894.0,1.0,1,1921,1950,17015.0,1,Gilbert,1Fam,1.5Fin,Y,308800.0
5,1535.0,1240.0,2.0,1,1992,1993,9168.0,1,NorthAmes,1Fam,1.5Fin,Y,379100.0
7,1486.0,961.0,3.0,1,1921,1950,3611.0,0,NorthAmes,1Fam,1Story,Y,417800.0
7,2291.0,1929.0,3.0,3,2012,2024,3827.0,1,Mitchell,1Fam,2Story,Y,566200.0
8,2333.0,1506.0,4.0,3,2016,2024,12937.0,2,OldTown,1Fam,1Story,Y,613400.0
8,2070.0,1375.0,3.0,3,1993,2003,6734.0,1,OldTown,1Fam,SLvl,Y,568000.0
5,1363.0,981.0,1.0,2,2017,2024,11141.0,0,Sawyer,1Fam,SLvl,Y,372000.0
7,2494.0,2568.0,1.0,3,1974,1988,9482.0,0,Crawford,1Fam,2Story,N,569800.0
5,848.0,901.0,2.0,1,1991,1996,8239.0,0,Mitchell,1Fam,2Story,Y,321800.0
7,1071.0,1085.0,3.0,1,2020,2024,8534.0,2,Sawyer,1Fam,2Story,Y,468500.0
5,1465.0,1124.0,2.0,1,1979,1987,5810.0,0,OldTown,1Fam,2Story,Y,362200.0
5,2447.0,1802.0,2.0,3,2016,2020,8885.0,0,NorthAmes,1Fam,1Story,Y,513900.0
6,1495.0,1307.0,2.0,2,1925,1950,6686.0,1,Sawyer,1Fam,1Story,Y,412500.0
2,1183.0,1137.0,0.0,1,2023,2024,7434.0,2,Edwards,1Fam,2Story,Y,296500.0
4,814.0,893.0,2.0,1,1938,1950,7617.0,1,OldTown,1Fam,2Story,Y,236800.0
6,1977.0,1316.0,3.0,2,2015,2024,7996.0,1,Crawford,1Fam,1Story,Y,529300.0
6,1980.0,1237.0,2.0,2,1946,1963,14201.0,0,NorthAmes,2fmCon,1.5Fin,Y,439500.0
6,1911.0,1810.0,1.0,3,1920,1950,8393.0,0,Edwards,Duplex,1Story,Y,409400.0
4,1156.0,1175.0,1.0,1,1952,1980,14941.0,2,NorthAmes,1Fam,2Story,Y,317200.0
5,1203.0,1231.0,0.0,1,1959,1981,19321.0,2,OldTown,1Fam,2Story,Y,329300.0
7,1117.0,0.0,3.0,1,1951,1969,13732.0,2,NorthAmes,1Fam,2Story,Y,395200.0
7,1695.0,1826.0,3.0,2,1988,1996,11699.0,2,NorthAmes,1Fam,2Story,Y,553000.0
6,1126.0,963.0,3.0,1,1936,1962,10545.0,1,NorthAmes,1Fam,1Story,Y,384900.0
8,1245.0,1316.0,3.0,1,1927,1950,13804.0,1,Somerset,1Fam,1Story,Y,508300.0
7,1482.0,1606.0,3.0,2,1976,1999,9364.0,1,Gilbert,TwnhsE,2Story,Y,493600.0
5,1295.0,1326.0,1.0,1,1961,1987,14651.0,1,Somerset,1Fam,2Story,Y,387700.0
6,1354.0,1022.0,2.0,1,2017,2022,12174.0,0,Mitchell,1Fam,1Story,Y,411500.0
4,1616.0,1128.0,1.0,2,1928,1950,7481.0,0,OldTown,1Fam,2Story,Y,304300.0
6,1613.0,1410.0,2.0,2,2006,2024,14016.0,2,CollegeCreek,1Fam,1Story,N,477200.0
8,1619.0,1338.0,3.0,2,1954,1979,9374.0,0,Northridge,1Fam,2Story,Y,581700.0
7,1737.0,1805.0,3.0,2,1990,2013,8492.0,1,CollegeCreek,1Fam,2Story,N,524600.0
8,1324.0,861.0,2.0,2,1998,2024,7058.0,0,Mitchell,1Fam,1Story,Y,494600.0
6,1624.0,1184.0,2.0,2,1972,1984,9730.0,0,NorthAmes,1Fam,1Story,Y,412900.0
8,1803.0,1760.0,3.0,2,1973,1983,14739.0,0,Mitchell,TwnhsE,2Story,Y,567400.0
6,949.0,614.0,2.0,1,2003,2014,13967.0,0,NorthAmes,1Fam,2Story,Y,341900.0
8,2158.0,1641.0,3.0,3,1944,1962,10686.0,0,Northridge,1Fam,2Story,Y,650100.0
6,1210.0,960.0,2.0,1,1986,2004,12086.0,0,Edwards,1Fam,2Story,Y,371300.0
7,1698.0,1547.0,3.0,2,1981,2001,16913.0,1,Mitchell,Duplex,2Story,Y,515100.0
8,2229.0,1514.0,3.0,2,1974,2000,8308.0,0,NorthAmes,1Fam,SLvl,Y,581000.0
6,1969.0,0.0,2.0,3,1965,1990,5127.0,0,Edwards,1Fam,2Story,Y,399600.0
6,1594.0,1313.0,2.0,2,1943,1961,17164.0,0,Mitchell,TwnhsE,1Story,Y,409200.0
8,1588.0,1681.0,2.0,2,2017,2024,6871.0,1,Edwards,TwnhsE,1Story,Y,550300.0
6,1978.0,1650.0,2.0,2,1965,1990,6341.0,1,Somerset,1Fam,1Story,N,475400.0
4,1703.0,1256.0,3.0,2,1941,1953,3648.0,1,Gilbert,TwnhsE,2Story,Y,395400.0
9,1560.0,1047.0,3.0,2,1930,1957,11916.0,0,OldTown,1Fam,1Story,Y,492300.0
5,1166.0,0.0,2.0,1,1967,1980,3981.0,0,Somerset,1Fam,1.5Fin,Y,335700.0
6,710.0,615.0,2.0,1,1927,1950,6154.0,1,Somerset,1Fam,2Story,Y,354000.0
8,1805.0,1180.0,3.0,2,1958,1975,12017.0,1,Crawford,1Fam,2Story,Y,553600.0
5,1465.0,1166.0,2.0,2,1954,1965,12848.0,0,NorthAmes,1Fam,1Story,Y,375200.0
5,1977.0,1769.0,2.0,2,1968,1971,6465.0,1,CollegeCreek,1Fam,1Story,Y,451300.0
6,1731.0,1277.0,1.0,2,1965,1974,8374.0,0,Mitchell,1Fam,1Story,Y,419300.0
4,1980.0,1361.0,2.0,3,1957,1985,5789.0,0,Northridge,1Fam,1Story,Y,452700.0
6,1287.0,1271.0,3.0,1,1927,1950,6808.0,1,OldTown,1Fam,1Story,N,358500.0
6,2058.0,2209.0,1.0,2,1973,1976,10230.0,1,Somerset,1Fam,2Story,Y,517800.0
6,1358.0,883.0,1.0,1,1956,1967,6969.0,0,CollegeCreek,1Fam,1.5Fin,Y,358200.0
4,1747.0,1184.0,1.0,2,2010,2022,7926.0,0,NorthAmes,1Fam,1.5Fin,Y,368800.0
8,1127.0,1217.0,3.0,1,2011,2024,4305.0,2,OldTown,1Fam,2Story,Y,488400.0
6,1679.0,1039.0,4.0,2,1959,1985,15780.0,1,OldTown,1Fam,1Story,Y,428600.0
8,906.0,986.0,3.0,1,1953,1981,11557.0,1,Somerset,Duplex,1.5Fin,Y,512200.0
6,1468.0,884.0,1.0,1,2015,2018,13312.0,0,NorthAmes,1Fam,1.5Fin,Y,394700.0
5,1685.0,1747.0,1.0,3,1998,2007,17072.0,1,Mitchell,1Fam,1Story,Y,432000.0
6,1361.0,1026.0,2.0,2,1936,1960,5928.0,0,Mitchell,1Fam,2Story,Y,352500.0
6,1139.0,1218.0,2.0,1,1952,1954,7486.0,0,Gilbert,1Fam,1Story,Y,372700.0
4,1775.0,1346.0,1.0,2,1966,1980,3472.0,0,Edwards,1Fam,2Story,Y,366000.0
8,1697.0,1573.0,3.0,2,1971,1972,43054.0,1,CollegeCreek,Twnhs,SLvl,Y,554000.0
5,1294.0,828.0,1.0,2,1999,2023,8310.0,0,Sawyer,1Fam,1Story,Y,368500.0
4,1438.0,1037.0,1.0,2,2012,2024,15053.0,1,Gilbert,1Fam,1.5Fin,Y,390500.0
8,2847.0,2810.0,3.0,4,1928,1950,4822.0,0,NorthAmes,1Fam,2Story,Y,651200.0
5,1984.0,1715.0,2.0,1,1952,1957,14738.0,0,Crawford,1Fam,SLvl,Y,427900.0
5,1988.0,2115.0,2.0,2,1979,2004,22670.0,0,Sawyer,1Fam,1Story,Y,441400.0
4,1603.0,1305.0,2.0,2,2012,2019,8689.0,0,Crawford,1Fam,2Story,Y,426300.0
9,1890.0,1956.0,3.0,2,1996,1998,5402.0,0,Gilbert,1Fam,1Story,Y,666500.0
4,600.0,495.0,2.0,1,1940,1966,8355.0,0,Somerset,1Fam,1Story,Y,274600.0
